id,label
3434,1
2330,4.47E-05
7978,6.60E-16
11684,3.75E-07
8406,0.000795088
7810,3.13E-14
8699,0.999998
7645,0.999601
11756,0.66109
8010,1
10515,1.82E-09
5396,0.999995
2375,1.75E-10
1642,1
6303,3.44E-06
2556,1
12041,0.8933
10670,9.98E-13
9767,1.88E-08
5444,0.999995
6691,6.73E-10
12028,1
11123,1
11995,2.19E-06
4775,0.399942
556,4.45E-08
1079,0.999968
3055,0.00557396
11438,1
5894,2.23E-11
8350,0.999998
6241,1
10760,0.000228758
5202,5.56E-15
6523,0.999823
2185,1
5827,0.149782
8713,0.999998
2347,0.0335454
8937,1.31E-07
130,0.999882
7737,1
10037,0.0435154
7558,1
6870,1
4038,4.20E-09
2469,0.999998
12103,1.12E-21
8329,4.52E-15
4447,1
1924,3.65E-06
1804,5.59E-11
1194,3.46E-17
4535,1
10669,7.11E-20
4396,1
2408,0.00660882
9489,1
5404,0.99938
3290,0.00101041
10887,8.06E-15
9622,0.0482787
3969,0.999464
11544,5.00E-12
4974,0.99951
1597,0.000535498
3624,3.32E-09
5377,0.999999
10145,6.58E-09
12160,1
6203,1
7219,1
129,5.27E-12
12094,0.999998
54,4.45E-08
3967,0.999992
11568,0.707004
2645,0.999537
7812,0.999823
9397,0.999997
2209,0.999998
12242,7.85E-14
586,0.000458982
6658,1.22E-11
6471,6.11E-10
9706,0.999771
3293,1
6040,0.999999
5830,2.46E-07
11253,1
6561,2.89E-08
10009,1.50E-07
9772,1
11296,1
660,1.42E-13
1063,1.06E-07
6525,0.999994
6310,0.00323835
1529,1
5245,2.49E-17
6150,0.00190905
1993,0.228444
10336,3.53E-05
522,3.82E-15
3673,4.72E-09
7856,1
3963,3.84E-05
5723,3.87E-07
12462,5.98E-20
11966,9.96E-08
108,1.83E-07
9697,2.29E-09
4315,1
11046,1
8323,1
9518,8.58E-06
6894,6.06E-09
5327,1
30,1
9433,1
11711,0.018132
1404,5.63E-08
11882,1
7806,4.68E-17
828,1
4307,0.99999
3731,1.45E-12
9608,1
10610,1
11163,7.06E-11
749,2.89E-10
8753,2.20E-13
10287,3.97E-08
3126,1.92E-09
5538,6.24E-10
4351,0.999998
9914,0.999732
3612,3.12E-19
7129,0.412649
3727,1.36E-12
2594,0.999981
3984,0.993629
12024,1
2581,1
797,0.999995
9294,1
3094,1
11753,1
8839,0.999471
11650,1
10788,1
8813,1.94E-09
6792,1
4961,4.76E-07
5898,1
11270,1.19E-11
1975,2.02E-12
2897,1.07E-12
7892,1
10672,7.84E-07
6982,1
4505,0.827978
6343,7.68E-07
2263,1
10602,0.990121
6355,1
8030,1.96E-10
5934,3.71E-15
3151,1
10319,0.875643
1320,8.92E-09
5714,2.39E-18
8101,0.999999
9589,0.999872
5167,1.35E-08
560,1
2071,0.998552
2121,0.997586
10276,0.229373
5073,1
4912,1
8291,1
1691,0.999626
8738,0.49058
11567,1
12297,5.81E-08
9002,1.78E-15
4125,0.999999
10650,1.31E-05
5425,0.999972
7303,3.05E-06
7381,5.38E-12
12327,8.42E-09
7205,1.68E-09
9181,0.999931
2319,1
10024,1
7678,1
2247,3.16E-08
7918,1
3045,0.998894
4596,1
10459,2.80E-07
2603,0.000535764
9081,0.000587882
224,4.72E-17
10571,1
2740,1
5048,0.999993
10039,1
1018,0.999949
6304,0.00034998
10580,0.999985
3146,1.32E-05
4655,1.55E-17
3068,1
10098,1
4478,0.954581
311,5.19E-07
6404,0.999999
5218,0.999981
4039,4.50E-05
1451,3.61E-05
2919,1
2515,0.99861
9450,5.11E-05
3479,0.999999
5205,3.91E-17
3689,0.703441
9647,1
4098,9.82E-05
2146,1
3611,2.40E-13
2697,1
9966,3.86E-10
10159,1
8367,2.10E-12
6394,1
8973,0.998638
3503,3.30E-06
6489,0.510141
7795,1.71E-15
6400,1
12251,0.000973572
1889,7.57E-09
8516,1
3752,1
9186,1.37E-15
12186,1
11044,1
12089,0.00393408
2510,0.956852
4727,0.0348115
4279,1.52E-12
9783,0.999995
3725,1.95E-16
1595,1.94E-06
8456,1.01E-07
7114,0.999916
1849,0.999996
5096,1
1198,4.59E-08
7128,1.68E-09
8085,7.27E-15
8955,1.48E-06
9463,4.60E-17
1393,0.993593
1136,1
2614,1
11181,0.712861
5544,1.57E-14
6531,5.11E-07
4390,1
7350,0.999998
5602,1
2227,0.0014136
2253,1
10680,0.995877
8792,1
10155,1
8213,1
3276,0.998626
5400,1
10397,1.71E-14
2865,0.000100159
932,2.09E-14
941,0.00815464
5022,1
8837,0.99992
10394,2.42E-10
10893,9.57E-10
11796,5.10E-13
8355,0.999985
3177,7.01E-14
11916,1.19E-13
5719,8.70E-09
952,1.95E-06
2125,0.999998
8315,1.39E-10
5428,1
2827,1
5372,1.97E-09
3075,1
3561,2.15E-05
4032,0.999999
5641,0.999998
1312,0.999996
185,0.000162119
5119,4.11E-05
10029,0.999942
7613,1
7838,0.999912
8229,1
393,7.19E-08
2066,2.87E-11
1086,1
10376,3.52E-17
9111,1
4373,5.53E-12
5807,1
2980,6.12E-11
3052,1
7782,0.999533
7597,4.06E-10
3521,0.989507
612,1
202,2.86E-16
6711,1.31E-06
5502,0.00284366
9201,1.97E-05
10421,0.997965
10309,1.78E-14
11190,1.42E-06
5507,1
11899,1.06E-08
6313,1
8079,0.316686
11188,0.993381
329,3.52E-16
8159,0.9979
10096,1
566,6.65E-14
4544,0.178495
8056,1
11376,1.35E-11
1062,8.15E-10
9698,0.999973
1226,6.18E-13
10133,5.84E-05
3844,0.999997
4711,1
3886,0.000233105
6763,0.999983
874,1
3232,1.54E-09
7793,2.36E-15
7403,0.99985
2765,1.98E-10
2904,0.973678
5087,3.72E-09
8587,0.0203863
1547,0.997604
10073,0.974962
2160,0.997896
199,1
6194,4.82E-09
12208,1
908,1
1174,1
11131,3.87E-11
10149,4.36E-11
6805,0.135045
4285,0.0296636
652,1
12003,2.65E-07
305,8.47E-11
10854,0.999999
6506,1
5658,0.999834
6330,3.39E-13
9970,0.999448
9049,2.64E-13
6353,1.60E-09
3976,5.37E-14
8031,0.999999
6863,7.18E-12
5456,3.96E-05
3153,1.12E-09
2078,1
1901,4.28E-12
3630,0.999959
6778,5.26E-05
11807,7.50E-19
1540,7.30E-14
4844,4.43E-06
7358,1
7228,0.996815
823,1
8018,0.999999
7345,2.65E-11
2576,9.63E-09
9180,8.10E-13
2422,1
4304,1
881,8.42E-10
5881,1
761,1
10485,0.321517
1463,8.07E-11
6781,5.66E-14
12224,1.99E-05
4210,1
2807,3.15E-09
444,0.00012778
11442,1
7592,0.986222
7428,6.02E-16
3771,0.980544
113,0.999651
3417,0.99796
9118,4.27E-05
6709,1.58E-08
174,8.25E-11
33,1
8790,0.651326
3183,0.000574676
9195,4.16E-17
7859,1.19E-13
3845,0.00013666
12202,0.00323635
1798,4.52E-07
10403,1
7166,0.999997
1976,2.56E-09
3471,0.999999
1503,3.11E-10
9242,0.998868
12257,4.15E-08
9684,1
9685,3.13E-09
4421,1
8423,5.42E-10
9778,1
1806,0.0130326
11130,1.50E-08
11347,1
1443,1
1957,1.44E-06
8933,1
7536,1
10872,1
546,0.0133375
4432,0.999854
2875,0.999999
5776,1
12008,1.67E-11
12125,0.0480603
1139,0.00898996
6294,0.999999
7450,1
6872,0.998858
4879,0.998726
12076,1
11772,0.312914
10545,2.52E-07
11922,1
7438,2.27E-09
3237,1
2090,0.00207572
7626,4.30E-16
8969,0.767462
9311,0.00332777
11192,0.00460682
4939,0.999999
1377,1
5222,0.999997
9411,3.25E-08
11485,2.71E-07
6702,9.08E-05
8334,7.25E-11
2766,1
8360,1
11910,1
4516,0.999991
6217,1
5728,5.64E-17
9596,3.51E-07
6731,0.998836
7889,1.27E-13
1249,4.22E-12
6992,1
5763,6.95E-05
9387,6.81E-05
9674,1
2913,0.99991
10410,2.53E-12
8084,0.965839
7664,1
35,4.02E-10
1879,1.36E-12
5219,3.00E-11
8786,0.999997
7796,0.998717
1844,1.06E-06
7820,1
5625,0.999999
469,1
11101,1
10351,1.99E-11
12440,1
2107,1
5194,1
7862,2.55E-10
209,3.52E-06
9578,8.07E-05
1255,9.57E-05
1411,1
10457,0.000102607
1880,1.14E-11
5867,2.88E-17
4948,4.74E-09
4456,1
2957,5.96E-09
924,6.20E-07
4485,2.36E-13
132,1
4677,1
8415,1
12319,4.40E-13
11530,1
211,1
12232,1
4359,2.16E-05
10056,1
7458,1
9712,2.38E-07
7291,1
8759,1
5150,1
3426,0.999995
3333,1.50E-10
3632,0.99966
11694,0.99985
27,1
6083,5.36E-06
1031,1.16E-06
3041,0.999971
4508,3.57E-10
12323,1
11953,1
11792,1
6388,0.99995
2712,0.999999
10424,9.77E-08
12355,3.94E-08
382,2.08E-06
2285,0.999991
360,5.98E-08
11473,1
10987,3.05E-06
10960,9.10E-06
9974,1.57E-11
41,0.999999
4817,8.11E-10
4577,1
8087,0.00575916
11371,0.999975
11406,1
11014,0.999993
965,9.53E-11
4869,5.79E-10
9087,0.000959158
8762,0.99999
6189,7.50E-11
8238,1
6158,5.34E-10
533,3.66E-15
5175,0.583801
9658,2.08E-05
8123,1
11582,7.92E-21
235,1
9853,0.00050364
4227,3.96E-09
6840,1
1091,1
8128,2.50E-09
6608,1
5833,0.998265
2801,0.999996
11403,1.45E-06
6014,0.0650103
10855,1
8903,0.999996
5948,1
1579,2.47E-12
8876,3.91E-17
11591,1.58E-09
1209,1.09E-13
4328,0.999974
1665,3.20E-10
3676,1
10734,2.44E-09
3481,0.208006
11470,1
2583,1
11033,0.999999
10926,0.999986
11786,2.47E-14
4942,1
5615,1.79E-11
6519,2.38E-16
5761,6.41E-07
852,5.01E-13
6375,0.98244
277,0.99997
4664,1
6756,0.015581
6430,1.72E-12
1164,5.98E-11
9541,6.70E-07
10789,2.25E-12
2894,0.116514
233,6.63E-07
2963,0.000820758
21,1
6744,0.000176189
1437,1
5735,0.999997
12382,1
6833,0.643971
298,0.999952
5193,1.06E-09
5659,3.82E-10
9469,0.00322534
11323,5.89E-14
4079,2.90E-06
5608,1
4973,1
2798,0.995275
11378,0.996006
2655,7.75E-10
2620,2.95E-11
4644,5.75E-08
10513,1.69E-09
4142,1
10963,1
8485,1
7538,1
12419,6.95E-12
4941,0.99987
76,1
7344,1
4900,0.00066225
5691,1
6571,1.48E-14
5113,0.993541
2650,6.69E-11
11666,9.04E-08
6376,1.29E-11
8886,1.66E-11
11743,7.58E-14
10976,0.987703
11343,1
5838,7.18E-08
5247,3.80E-16
4618,1
4931,1
3864,0.34603
150,0.0122263
4562,1
3260,0.999977
3227,1.78E-05
6513,4.68E-09
1876,0.937752
8054,1
5195,2.47E-15
1296,0.000117553
8817,1
914,0.00025163
10108,0.999996
9595,2.30E-13
3677,0.999989
7916,0.999929
10398,2.45E-17
11949,2.70E-06
3195,0.998974
1135,2.19E-08
4527,9.12E-05
9691,0.180702
6065,0.512647
8138,1.53E-05
12108,0.999859
2519,2.16E-06
1916,0.999994
4766,0.000777826
7125,1.22E-16
1822,4.63E-10
5402,1
2698,3.51E-09
8114,1
7722,0.999999
9419,1
1455,2.53E-12
1499,1.90E-06
11822,0.999858
2415,1.28E-07
4130,1
8270,3.82E-08
10509,0.997494
11669,1
6429,1
3230,8.95E-16
9965,1
5824,0.975198
8049,1
462,1.70E-05
2763,1
9082,0.999935
989,1
5962,9.66E-14
6626,1.52E-10
7523,1
1997,1
4206,1
3129,0.96802
4466,0.999978
1201,1
2224,4.58E-06
2276,1
439,0.999917
11943,2.06E-15
2756,1
9629,4.22E-08
4842,0.998049
85,1
10408,0.000604514
7675,5.70E-12
6045,1
9644,3.54E-06
1906,1
3564,0.151269
11984,1
12129,2.88E-11
5616,2.14E-08
6440,4.49E-08
3463,3.52E-15
5748,1
2106,4.23E-11
6423,7.78E-11
8546,0.00516983
10079,1.94E-13
725,1
1148,5.88E-18
2429,9.60E-07
7199,0.0708809
8328,1.43E-10
12492,1
9649,1
9868,0.0370725
9365,1
11228,0.000363583
8556,1
11861,0.999999
9765,1
4801,1
7140,2.00E-16
4126,0.999997
3555,9.59E-12
7277,8.57E-19
9543,3.08E-06
7767,1.85E-12
11007,0.999944
3586,1.13E-08
3992,1.78E-15
649,1.09E-05
513,1
1623,1.68E-14
7589,1
6180,1
1728,0.999398
6317,0.999998
5698,1
10809,1.83E-12
3399,1
8379,1
11450,3.18E-05
8490,3.44E-07
5632,7.47E-10
4350,0.999999
1154,0.999804
3282,2.00E-07
6708,1
1232,1
11229,1
3355,0.979982
2662,0.971186
6657,2.58E-07
3596,0.97696
11440,5.48E-12
7209,1
6918,1
525,1.29E-10
5666,5.79E-12
146,1
9550,1
5890,1
4259,1
3696,1.74E-10
7781,2.88E-08
5626,5.97E-12
6454,2.08E-15
4768,4.30E-10
1266,7.54E-06
819,0.999998
1750,3.82E-08
9094,1.27E-09
1511,7.45E-08
3499,1.59E-13
6769,2.56E-11
10415,1
1538,1
1996,1
12477,1
4119,8.06E-11
6296,1.94E-05
1138,1.07E-09
6994,0.999999
7145,1.21E-12
6257,1
11849,0.999999
6481,0.999797
6848,3.14E-16
7253,3.55E-10
34,1.90E-06
4412,1.07E-12
11315,0.0372442
5234,1
887,1
8080,0.982958
4911,1
5471,0.966892
446,0.982972
10732,5.30E-05
11182,1
10678,2.65E-09
10086,1
8718,4.30E-18
2036,1.24E-17
1184,1
4687,0.150923
8655,0.0104386
12301,1.49E-20
3801,1
3358,1
10767,1
2822,1
6453,0.999999
177,1
2104,0.99945
2524,2.26E-08
7476,2.31E-05
7260,0.999312
9504,0.999448
11481,1.78E-05
195,0.999992
3056,3.13E-13
4643,0.999997
4399,0.0345501
1399,1
2868,0.999999
883,0.999997
1917,0.99997
1150,1.65E-05
1479,0.998325
11793,1.00E-07
3291,1
11449,1
3356,1
578,3.21E-13
9598,0.687798
4365,5.74E-18
4090,0.999999
9367,0.539958
9825,0.000102674
11992,0.000622952
1981,0.999929
11199,1.53E-13
1486,1
11295,8.06E-17
9270,0.712823
391,0.000371121
9880,1
9909,3.35E-06
8965,0.999981
2147,0.000184825
5909,3.18E-07
12177,1
7713,0.0448337
7149,0.999642
5981,9.25E-07
3270,0.000272676
2948,1
1387,1
10548,1
4572,1.21E-12
9682,2.28E-10
7625,1
9097,2.33E-06
6164,1.03E-07
4219,1
6291,7.29E-05
8634,1
11118,8.11E-09
8398,1
10140,0.99993
44,1
10990,1
8061,0.999994
10754,9.60E-12
4481,1.22E-13
5102,3.02E-18
10521,1.70E-11
1731,2.97E-05
3571,0.999994
2310,1
4903,0.00166365
148,0.0067642
2281,0.994393
201,1
2849,0.00809079
10109,6.40E-14
3848,0.74403
6036,1.93E-06
5779,1
5677,1
5244,1
6859,1
11299,1.45E-07
4770,1.49E-09
5612,1.23E-13
6747,7.41E-06
11439,1
1004,1
11265,0.990968
3374,1
11729,1
10696,0.999998
301,5.48E-06
2018,1.35E-14
9418,5.54E-06
244,1
6958,0.999978
8499,1.10E-05
9192,1.62E-08
4436,1
8505,1
5445,2.35E-09
5870,4.45E-10
10817,3.50E-14
2314,0.00221234
7661,2.13E-11
848,1
8210,1.33E-08
10606,0.999999
472,1
10337,0.00654641
5301,0.994959
8186,6.99E-14
5721,1.20E-10
11316,0.999872
2832,0.997598
1261,1
5191,1
6722,1
12053,0.00113972
9015,2.03E-06
2467,0.999993
1600,0.999993
3712,1.03E-14
7227,3.57E-15
4413,1
4889,1
10636,0.999827
9519,1.03E-06
9945,2.99E-05
9719,4.75E-07
11927,1
2113,2.24E-11
12278,1
7513,1.39E-11
3998,0.981817
5061,0.960511
5850,2.17E-09
7464,9.32E-10
12437,0.999978
2343,1.79E-16
10211,1.25E-13
2492,8.64E-16
5041,0.492347
406,1
5081,1
5649,1
5124,7.44E-10
6907,1
4958,8.62E-07
10330,1.10E-07
8119,3.61E-07
7522,5.57E-13
2171,1
12375,1
2195,0.00612763
10354,0.999159
8681,9.77E-10
7695,0.999517
8126,1
2271,1
5062,1
2773,0.0678092
11084,0.993001
228,4.05E-10
9233,1
10743,0.999638
1706,1
10148,0.999938
742,1
10431,1.82E-08
663,1.09E-17
1262,9.48E-07
2202,1
1878,1
5729,2.67E-10
6048,4.87E-08
1435,1
10291,0.999978
6734,1
9587,2.36E-05
11288,1.30E-12
9672,2.75E-14
1027,5.32E-15
476,2.45E-14
8140,0.985273
2318,9.81E-06
4969,0.999999
7736,1
5294,5.64E-10
12161,1.37E-12
1221,0.000144211
8656,4.66E-09
9267,1.37E-09
3654,5.74E-06
9911,0.999962
7418,0.00388039
6162,1
12426,3.34E-11
312,0.000238319
10938,2.49E-08
4189,7.14E-11
8573,1
1439,8.86E-08
10222,0.852027
2906,7.50E-12
8348,0.00024805
8131,1
10294,3.02E-18
55,3.35E-07
9369,1
598,0.49454
11483,0.999997
11532,0.00713345
746,1
5969,1
11848,2.02E-16
1744,1
6785,2.31E-08
7570,0.041831
9789,1
10870,0.14819
664,2.52E-14
11124,9.24E-11
1664,2.61E-06
11143,1
7154,1.11E-10
11303,1
8802,1
350,1
11415,8.26E-14
592,7.62E-10
3805,0.999986
2173,1
19,1.29E-15
2802,1
4547,0.999984
3996,0.999996
10750,1
9494,3.40E-08
6518,1.29E-06
3748,0.000107002
6856,0.999985
10899,1
12353,0.000568918
636,0.952495
8146,1.98E-05
9254,0.998909
4112,1.20E-11
4384,1.31E-06
11490,1
5697,1
10891,0.0060857
2716,0.993487
3231,6.05E-08
9031,0.999999
2727,0.993138
3254,1
11836,1
4008,9.76E-10
3167,3.05E-08
6998,4.57E-14
4930,1.43E-11
9173,0.00663903
12275,1
11534,6.27E-15
6950,0.049182
10466,0.999999
5146,0.999998
506,6.60E-14
2780,1.69E-11
2321,1.93E-09
11586,0.999839
11471,0.0710989
9306,0.343612
3149,1
2851,7.49E-08
2335,7.94E-13
7006,1
11539,1
5494,0.419236
858,0.952889
7573,4.63E-11
8383,9.89E-06
9883,4.53E-08
3619,0.69272
1088,2.02E-07
15,8.18E-14
10165,0.999643
12291,1
8766,2.32E-12
1397,1.09E-15
3633,1
9405,9.88E-05
1363,1.56E-05
8380,1
5696,0.14201
6866,1
3683,8.05E-13
11708,2.62E-12
12065,3.66E-15
1794,1
8638,1
11080,1
9060,1.99E-11
8047,0.00787171
596,8.90E-05
798,0.999997
8810,8.46E-13
11875,0.00200113
4134,6.09E-12
8564,0.999999
5411,0.999831
10167,1
11824,0.864435
9423,1.50E-08
12336,0.00110917
8419,0.99969
1111,3.78E-15
1427,1
4194,1
2702,0.999946
8806,0.783146
623,2.45E-10
1301,1
4951,1.02E-11
12264,0.999991
7530,1
9164,1
9252,6.91E-18
9354,0.999924
7971,4.21E-05
4637,0.0418577
7169,1
4296,1.31E-19
2340,0.987073
8702,0.872797
2579,0.99955
3837,0.996619
12299,9.09E-18
2616,0.999999
5816,0.0112355
10632,1
5734,3.87E-13
8171,1.60E-10
5412,1.86E-07
4309,1
5391,1
4211,1.20E-05
296,1
1115,1
8689,1.02E-09
9437,1
6253,1
7608,0.999992
6602,1
58,1.67E-11
4361,1.59E-13
7566,1.10E-08
7921,0.999991
3058,3.34E-08
3783,1
11522,0.131734
1506,0.998686
10758,0.999994
7581,2.07E-11
11932,1
11625,1
6739,1.86E-07
9073,1
5107,0.999996
3428,1.03E-07
3711,6.43E-08
7267,0.976242
1098,5.39E-09
12209,2.24E-18
10429,0.999992
8674,0.94529
157,8.57E-15
3999,0.988167
6135,5.91E-21
7304,3.29E-09
11459,1
11345,1.63E-13
3528,1
2355,0.999998
1500,2.85E-12
9937,1
7039,0.0894056
5300,0.000251071
1432,1
3945,0.999999
2634,1
3488,1
1999,2.70E-08
5595,0.0694685
1918,1.09E-05
5266,1
6186,0.992193
580,9.04E-08
8069,3.73E-06
8189,2.24E-06
7519,0.95704
10025,0.999978
4162,8.07E-18
2954,3.51E-13
4346,6.72E-06
860,4.79E-08
1208,2.31E-16
7726,4.39E-05
3839,6.47E-15
7667,1
7542,1
1430,1
11561,1
498,0.999998
4268,1
1817,1
4395,1.26E-08
11746,0.819667
8410,0.00143273
8214,1.48E-10
8302,0.000251117
12239,1.73E-05
10972,2.90E-10
1833,1.49E-05
3476,3.00E-09
12406,2.14E-12
9943,0.995588
2163,1
6483,2.48E-12
676,0.994674
6707,0.999998
6603,5.83E-18
10105,0.999999
7868,0.00878506
4592,0.207119
3266,6.46E-08
10569,0.999976
1216,1
5655,1
5785,1.02E-12
5180,1
2,1
8372,3.29E-09
2222,1
1494,8.07E-11
7845,0.999992
5661,6.18E-12
6445,1
6120,1
7251,1
2034,4.75E-09
5572,1
1921,4.90E-11
11252,2.70E-09
4757,1
8607,0.909805
10195,1
5750,1.71E-07
11368,0.00434092
12268,1
12284,1
11976,8.40E-13
3189,0.999994
11559,8.60E-07
8617,1.02E-08
217,1
7847,2.57E-06
3073,0.99921
9781,2.69E-06
8816,0.999995
3308,1
2922,7.07E-11
7819,1.20E-10
1237,0.999999
9196,3.86E-10
8877,0.999821
9357,1
11575,0.999978
6302,0.940193
10556,1
6577,1
1123,1.44E-10
5743,1.16E-12
3817,0.999992
4549,3.01E-14
11909,3.07E-09
5297,2.90E-11
5814,6.29E-20
7743,4.60E-12
407,0.00466955
1584,0.598755
10646,0.98966
2048,2.25E-09
7867,6.70E-13
2400,1
7045,6.09E-08
5676,0.0610936
12273,0.940257
4561,3.02E-10
191,1.62E-09
11527,1
9576,0.999493
767,1
1866,1
2245,5.14E-07
1648,1.74E-12
9425,0.000128989
8057,0.999635
7041,4.16E-14
31,1
9514,1.97E-12
1113,8.10E-16
9408,5.00E-08
9235,0.307908
11954,1
2500,6.60E-15
11606,0.0223473
2534,1.83E-11
11619,1.37E-06
3275,0.0185702
691,1
8931,5.22E-17
2900,1
11915,1
8824,2.87E-08
1235,1
5439,0.95637
75,0.000199134
521,0.999995
1012,0.999958
6433,0.959979
9362,0.999936
6228,4.40E-05
4054,0.999975
9100,3.08E-05
7594,1
12296,5.22E-18
6262,1.63E-15
3831,2.75E-18
882,1
4104,1
9992,0.998212
921,1.50E-15
6267,1.19E-07
3209,1
6654,0.99967
11187,3.30E-11
8488,0.999993
8359,1.03E-12
196,0.999868
5871,0.00194014
5800,1.25E-09
7156,2.57E-12
1757,0.000962176
5952,0.999999
9366,1
11307,0.988678
3700,4.63E-16
810,0.999999
1532,1.39E-12
4838,0.911188
910,5.81E-13
7612,0.999619
10948,0.999813
12047,4.14E-11
4707,2.86E-10
7505,1
2988,1
7723,1
2111,1
10947,9.52E-18
79,1
23,1
7361,1
1440,0.054445
5570,0.999967
9153,1
4772,1
4689,0.837176
12221,4.02E-09
4570,1
9221,6.82E-10
8511,3.33E-10
8648,1
3708,0.999994
2848,9.87E-10
1134,6.96E-07
3496,3.65E-09
11644,2.86E-07
5085,6.64E-08
6466,1
468,7.34E-15
5095,0.00203409
1686,1
3124,1
3687,0.000672959
447,3.46E-13
11096,0.931478
10614,2.51E-10
1892,0.983512
4018,5.33E-15
10533,7.47E-10
172,0.915084
5374,6.24E-07
333,1
10939,1.35E-06
7124,3.69E-13
6287,1
3280,0.00208125
5886,1
5220,1
10813,7.79E-07
1484,3.61E-19
2133,2.15E-19
8650,2.54E-13
2873,2.69E-20
6857,0.840002
6216,2.66E-13
7430,1
9052,7.10E-08
2996,1
6020,0.999999
9174,1
668,0.999777
10327,0.998212
2949,1
2266,1.61E-11
8611,1
110,1
7622,0.994907
50,4.20E-07
895,7.78E-05
11637,0.0278026
3493,1.89E-17
9710,6.79E-09
4607,1.50E-06
9813,1.44E-10
6930,2.72E-12
6251,0.00175506
4710,1
353,0.714783
12097,3.83E-07
3323,1
6810,7.44E-05
5056,0.999994
2701,7.35E-05
4352,1
11989,0.0755503
4850,1
597,0.999988
6932,0.558402
4469,0.999688
4450,0.0015187
8571,0.999576
10152,3.81E-12
7355,2.47E-15
1840,1
11773,0.999698
12479,3.50E-20
12235,0.999988
9307,2.73E-05
3033,1.52E-08
2280,0.999993
10699,0.999775
3859,1.05E-10
3751,0.999988
2994,1.28E-09
5133,7.96E-10
6167,4.76E-08
10711,0.000124704
1719,0.999053
11838,1
9048,2.91E-05
6746,5.67E-08
748,1.91E-06
10067,1.14E-08
2232,1
3705,8.21E-18
4843,0.97284
12432,1
11498,0.00753772
2789,0.999998
1908,0.999974
6047,1
6852,1
8761,0.998928
8306,1
831,4.74E-11
2139,8.29E-10
3608,0.999787
10482,1.89E-12
4649,1
11372,4.94E-09
3027,3.37E-09
10144,1
2324,1
9231,1
2136,1
5971,0.999999
6328,0.000505233
10042,0.0460429
3015,0.999945
6271,5.30E-07
10847,1
3815,5.74E-07
414,4.06E-15
1390,8.78E-11
12206,0.999995
3980,0.0546526
4140,9.69E-05
11982,0.999978
10966,1
6677,7.92E-11
9028,1.09E-07
6486,0.000103161
6695,0.00024394
7995,0.000568522
7907,1
11022,1.54E-17
36,9.96E-07
2748,0.999999
10379,1
5132,1.08E-15
5075,7.98E-09
7186,0.00509911
8335,0.999999
2785,2.98E-12
8852,1.36E-15
101,1.98E-09
2927,0.999998
3141,1
8506,1.14E-11
4881,7.44E-05
389,1
11734,0.00059644
10657,0.0136397
4250,7.66E-14
4667,1
7936,2.53E-11
2946,1
8103,0.155796
2835,0.998227
10668,3.57E-13
3236,1.02E-08
4860,1
11469,1
4332,6.00E-11
7213,1
1181,9.25E-07
